"","yes","not","age","year","yards","tds","att","comp","playoff_games","playoff_wins","pb_games"
"3072","StewKo00",1,24,1995,60,1,7,5,0,0,0
"3073","StewKo00",2,25,1996,160,1,37,16,0,0,0
"3074","StewKo00",3,26,1997,3180,22,477,252,2,1,0
"3075","StewKo00",4,27,1998,5740,33,935,504,2,1,0
"3076","StewKo00",5,28,1999,7204,39,1210,664,2,1,0
"3077","StewKo00",6,29,2000,9064,50,1499,815,2,1,0
"3078","StewKo00",7,30,2001,12173,64,1941,1081,4,2,1
"3079","StewKo00",8,31,2002,13328,70,2107,1190,4,2,1
"3080","StewKo00",9,32,2003,14746,77,2358,1316,4,2,1
"3081","StouCl00",1,26,1980,493,2,60,32,0,0,0
"3082","StouCl00",2,27,1981,510,2,63,33,0,0,0
"3083","StouCl00",3,28,1982,664,2,98,47,0,0,0
"3084","StouCl00",4,29,1983,3217,14,479,244,1,0,0
"3085","StouCl00",5,30,1984,3217,14,479,244,1,0,0
"3086","StouCl00",6,31,1985,3217,14,479,244,1,0,0
"3087","StouCl00",7,32,1986,3759,17,570,296,1,0,0
"3088","StouCl00",8,33,1987,3759,17,571,296,1,0,0
"3089","StouCl00",9,34,1988,4506,23,684,359,1,0,0
"3090","StroDo00",1,26,1975,230,2,45,26,0,0,0
"3091","StroDo00",2,27,1976,589,5,92,47,0,0,0
"3092","StroDo00",3,28,1977,601,5,96,49,0,0,0
"3093","StroDo00",4,29,1978,1426,17,231,121,0,0,0
"3094","StroDo00",5,30,1979,2256,23,331,177,0,0,0
"3095","StroDo00",6,31,1980,2569,24,393,207,0,0,0
"3096","StroDo00",7,32,1981,3470,30,523,286,0,0,0
"3097","StroDo00",8,33,1982,3776,32,578,316,0,0,0
"3098","StroDo00",9,34,1983,4179,36,630,350,0,0,0
"3099","StroDo00",10,35,1984,4206,36,636,354,0,0,0
"3100","StroDo00",11,36,1985,4347,37,645,361,0,0,0
"3101","StroDo00",12,37,1986,4499,39,665,375,0,0,0
"3102","StroDo00",13,38,1987,4613,39,688,388,0,0,0
"3103","StroDo00",14,39,1988,5349,45,779,443,1,0,0
"3104","SweeKa00",1,25,1966,1809,4,309,157,0,0,0
"3105","SweeKa00",2,26,1967,2710,14,486,231,0,0,0
"3106","SweeKa00",3,27,1968,3028,15,564,258,0,0,0
"3107","SweeKa00",4,28,1969,3129,16,577,263,0,0,0
"3108","SweeKa00",5,29,1970,3210,17,590,269,0,0,0
"3109","TagoTu00",1,23,2020,1814,11,290,186,0,0,0
"3110","TagoTu00",2,24,2021,4467,27,678,449,0,0,0
"3111","TannRy00",1,25,2012,3294,12,484,282,0,0,0
"3112","TannRy00",2,26,2013,7207,36,1072,637,0,0,0
"3113","TannRy00",3,27,2014,11252,63,1662,1029,0,0,0
"3114","TannRy00",4,28,2015,15460,87,2248,1392,0,0,0
"3115","TannRy00",5,29,2016,18455,106,2637,1653,0,0,0
"3116","TannRy00",6,30,2017,18455,106,2637,1653,0,0,0
"3117","TannRy00",7,31,2018,20434,123,2911,1829,0,0,0
"3118","TannRy00",8,32,2019,23176,145,3197,2030,3,2,1
"3119","TannRy00",9,33,2020,26995,178,3678,2345,4,2,1
"3120","TannRy00",10,34,2021,30729,199,4209,2702,5,2,1
"3121","TarkFr00",1,22,1961,1997,18,280,157,0,0,0
"3122","TarkFr00",2,23,1962,4592,40,609,320,0,0,0
"3123","TarkFr00",3,24,1963,6903,55,906,490,0,0,0
"3124","TarkFr00",4,25,1964,9409,77,1212,661,0,0,1
"3125","TarkFr00",5,26,1965,12018,96,1541,832,0,0,2
"3126","TarkFr00",6,27,1966,14579,113,1899,1024,0,0,2
"3127","TarkFr00",7,28,1967,17667,142,2276,1228,0,0,3
"3128","TarkFr00",8,29,1968,20222,163,2613,1410,0,0,4
"3129","TarkFr00",9,30,1969,23140,186,3022,1630,0,0,5
"3130","TarkFr00",10,31,1970,25917,205,3411,1849,0,0,6
"3131","TarkFr00",11,32,1971,28484,216,3797,2075,0,0,6
"3132","TarkFr00",12,33,1972,31135,234,4175,2290,0,0,6
"3133","TarkFr00",13,34,1973,33248,249,4449,2459,3,2,6
"3134","TarkFr00",14,35,1974,35846,266,4800,2658,6,4,7
"3135","TarkFr00",15,36,1975,38840,291,5225,2931,7,4,8
"3136","TarkFr00",16,37,1976,41801,308,5637,3186,10,6,9
"3137","TarkFr00",17,38,1977,43535,317,5895,3341,10,6,9
"3138","TarkFr00",18,39,1978,47003,342,6467,3686,11,6,9
"3139","TaylTy00",1,23,2011,18,0,1,1,0,0,0
"3140","TaylTy00",2,24,2012,197,0,30,18,0,0,0
"3141","TaylTy00",3,25,2013,199,0,35,19,0,0,0
"3142","TaylTy00",4,26,2014,199,0,35,19,0,0,0
"3143","TaylTy00",5,27,2015,3234,20,415,261,0,0,1
"3144","TaylTy00",6,28,2016,6257,37,851,530,0,0,1
"3145","TaylTy00",7,29,2017,9056,51,1271,793,1,0,1
"3146","TaylTy00",8,30,2018,9529,53,1356,835,1,0,1
"3147","TaylTy00",9,31,2019,9562,54,1362,839,1,0,1
"3148","TaylTy00",10,32,2020,9770,54,1392,855,1,0,1
"3149","TaylTy00",11,33,2021,10736,59,1542,946,1,0,1
"3150","TestVi00",1,25,1987,1081,5,165,71,0,0,0
"3151","TestVi00",2,26,1988,4321,18,631,293,0,0,0
"3152","TestVi00",3,27,1989,7454,38,1111,551,0,0,0
"3153","TestVi00",4,28,1990,10272,55,1476,754,0,0,0
"3154","TestVi00",5,29,1991,12266,63,1802,920,0,0,0
"3155","TestVi00",6,30,1992,14820,77,2160,1126,0,0,0
"3156","TestVi00",7,31,1993,16617,91,2390,1256,0,0,0
"3157","TestVi00",8,32,1994,19192,107,2766,1463,2,1,0
"3158","TestVi00",9,33,1995,22075,124,3158,1704,2,1,0
"3159","TestVi00",10,34,1996,26252,157,3707,2029,2,1,1
"3160","TestVi00",11,35,1997,29223,175,4177,2300,2,1,1
"3161","TestVi00",12,36,1998,32479,204,4598,2559,4,2,2
"3162","TestVi00",13,37,1999,32575,205,4613,2569,4,2,2
"3163","TestVi00",14,38,2000,36307,226,5203,2897,4,2,2
"3164","TestVi00",15,39,2001,39059,241,5644,3157,5,2,2
"3165","TestVi00",16,40,2002,39558,244,5727,3211,5,2,2
"3166","TestVi00",17,41,2003,40943,251,5925,3334,5,2,2
"3167","TestVi00",18,42,2004,44475,268,6420,3631,5,2,2
"3168","TestVi00",19,43,2005,45252,269,6526,3691,5,2,2
"3169","TestVi00",20,44,2006,45281,270,6529,3693,5,2,2
"3170","TestVi00",21,45,2007,46233,275,6701,3787,5,2,2
"3171","TheiJo00",1,26,1974,145,1,11,9,0,0,0
"3172","TheiJo00",2,27,1975,241,2,33,19,0,0,0
"3173","TheiJo00",3,28,1976,1277,10,196,98,0,0,0
"3174","TheiJo00",4,29,1977,2374,17,378,182,0,0,0
"3175","TheiJo00",5,30,1978,4967,30,768,369,0,0,0
"3176","TheiJo00",6,31,1979,7764,50,1163,602,0,0,0
"3177","TheiJo00",7,32,1980,10726,67,1617,864,0,0,0
"3178","TheiJo00",8,33,1981,14294,86,2113,1157,0,0,0
"3179","TheiJo00",9,34,1982,16327,99,2365,1318,4,4,1
"3180","TheiJo00",10,35,1983,20041,128,2824,1594,7,6,2
"3181","TheiJo00",11,36,1984,23432,152,3301,1877,8,6,2
"3182","TheiJo00",12,37,1985,25206,160,3602,2044,8,6,2
"3183","ThigTy00",1,24,2007,41,0,6,2,0,0,0
"3184","ThigTy00",2,25,2008,2649,18,426,232,0,0,0
"3185","ThigTy00",3,26,2009,2732,19,434,236,0,0,0
"3186","ThigTy00",4,27,2010,3167,21,496,269,0,0,0
"3187","ThigTy00",5,28,2011,3192,21,504,272,0,0,0
"3188","ThigTy00",6,29,2012,3222,21,509,275,0,0,0
"3189","ThomBo02",1,24,1951,1306,11,221,125,0,0,0
"3190","ThomBo02",2,25,1952,2640,19,433,220,0,0,0
"3191","ThomBo02",3,26,1953,5102,40,737,382,0,0,1
"3192","ThomBo02",4,27,1954,6344,50,907,465,0,0,1
"3193","ThomBo02",5,28,1955,7681,60,1078,553,0,0,2
"3194","ThomBo02",6,29,1956,8800,64,1242,635,0,0,3
"3195","ThomBo02",7,30,1957,9430,68,1334,681,0,0,3
"3196","ThomJa00",1,24,1979,481,1,87,39,0,0,0
"3197","ThomJa00",2,25,1980,1805,12,321,154,0,0,0
"3198","ThomJa00",3,26,1981,2072,13,370,175,0,0,0
"3199","ThomJa00",4,27,1982,2072,13,370,175,0,0,0
"3200","ThomJa00",5,28,1983,4978,31,793,424,0,0,0
"3201","ThomJa00",6,29,1984,5315,33,845,449,0,0,0
"3202","ToddRi00",1,24,1976,870,3,162,65,0,0,0
"3203","ToddRi00",2,25,1977,2733,14,427,198,0,0,0
"3204","ToddRi00",3,26,1978,3582,20,534,258,0,0,0
"3205","ToddRi00",4,27,1979,6242,36,868,429,0,0,0
"3206","ToddRi00",5,28,1980,9571,53,1347,693,0,0,0
"3207","ToddRi00",6,29,1981,12802,78,1844,972,1,0,0
"3208","ToddRi00",7,30,1982,14763,92,2105,1125,4,2,0
"3209","ToddRi00",8,31,1983,18241,110,2623,1433,4,2,0
"3210","ToddRi00",9,32,1984,20419,121,2935,1594,4,2,0
"3211","ToddRi00",10,33,1985,20610,124,2967,1610,4,2,0
"3212","TollBi00",1,24,1989,1097,5,185,89,0,0,0
"3213","TollBi00",2,25,1990,3671,21,595,305,0,0,0
"3214","TollBi00",3,26,1991,4202,25,677,345,0,0,0
"3215","TollBi00",4,27,1992,4989,30,808,418,0,0,0
"3216","TollBi00",5,28,1993,5453,33,884,457,0,0,0
"3217","TollBi00",6,29,1994,6740,39,1124,578,0,0,0
"3218","TollBi00",7,30,1995,6740,39,1124,578,0,0,0
"3219","TollBi00",8,31,1996,6740,39,1124,578,0,0,0
"3220","TollBi00",9,32,1997,7417,44,1240,642,0,0,0
"3221","TollBi00",10,33,1998,8844,52,1439,752,0,0,0
"3222","TollBi00",11,34,1999,10760,59,1707,891,0,0,0
"3223","TomcMi00",1,24,1985,33,0,6,2,0,0,0
"3224","TomcMi00",2,25,1986,1138,2,157,76,0,0,0
"3225","TomcMi00",3,26,1987,2358,7,335,173,0,0,0
"3226","TomcMi00",4,27,1988,3668,14,505,259,1,1,0
"3227","TomcMi00",5,28,1989,5726,30,811,415,1,1,0
"3228","TomcMi00",6,29,1990,6247,33,915,454,3,2,0
"3229","TomcMi00",7,30,1991,7737,44,1153,582,3,2,0
"3230","TomcMi00",8,31,1992,9430,51,1364,702,3,2,0
"3231","TomcMi00",9,32,1993,9828,53,1418,731,3,2,0
"3232","TomcMi00",10,33,1994,10632,57,1511,785,3,2,0
"3233","TomcMi00",11,34,1995,11298,58,1624,850,3,2,0
"3234","TomcMi00",12,35,1996,14065,73,2025,1072,5,3,0
"3235","TomcMi00",13,36,1997,14250,74,2049,1088,5,3,0
"3236","TomcMi00",14,37,1998,14454,76,2079,1109,5,3,0
"3237","TomcMi00",15,38,1999,16079,88,2337,1248,5,3,0
"3238","TrubMi00",1,24,2017,2193,7,330,196,0,0,0
"3239","TrubMi00",2,25,2018,5416,31,764,485,1,0,1
"3240","TrubMi00",3,26,2019,8554,48,1280,811,1,0,1
"3241","TrubMi00",4,27,2020,10609,64,1577,1010,2,0,1
"3242","TrubMi00",5,28,2021,10652,64,1585,1016,2,0,1
"3243","TrudJa00",1,25,1986,2225,8,417,204,0,0,0
"3244","TrudJa00",2,26,1987,3812,14,646,332,1,0,0
"3245","TrudJa00",3,27,1988,3970,14,680,346,1,0,0
"3246","TrudJa00",4,28,1989,6287,29,1042,536,1,0,0
"3247","TrudJa00",5,29,1990,7365,35,1186,620,1,0,0
"3248","TrudJa00",6,30,1991,7384,35,1193,622,1,0,0
"3249","TrudJa00",7,31,1992,8655,39,1374,727,1,0,0
"3250","TrudJa00",8,32,1993,9647,41,1536,812,1,0,0
"3251","TrudJa00",9,33,1994,10143,42,1627,862,1,0,0
"3252","TrudJa00",10,34,1995,10243,42,1644,873,1,0,0
"3253","TupaTo20",1,23,1988,49,0,6,4,0,0,0
"3254","TupaTo20",2,24,1989,1022,3,140,69,0,0,0
"3255","TupaTo20",3,25,1990,1022,3,140,69,0,0,0
"3256","TupaTo20",4,26,1991,3075,9,455,234,0,0,0
"3257","TupaTo20",5,27,1992,3231,10,488,251,0,0,0
"3258","TupaTo20",6,28,1993,3231,10,488,251,0,0,0
"3259","TupaTo20",7,29,1994,3231,10,488,251,0,0,0
"3260","TupaTo20",8,30,1995,3256,10,489,252,0,0,0
"3261","TupaTo20",9,31,1996,3256,10,491,252,0,0,0
"3262","TupaTo20",10,32,1997,3256,10,491,252,0,0,0
"3263","TupaTo20",11,33,1998,3256,10,491,252,0,0,0
"3264","TupaTo20",12,34,1999,3421,12,502,258,0,0,1
"3265","TupaTo20",13,35,2000,3421,12,502,258,0,0,1
"3266","TupaTo20",14,36,2001,3430,12,503,259,0,0,1
"3267","TupaTo20",15,37,2002,3430,12,504,259,0,0,1
"3268","UnitJo00",1,24,1956,1498,9,198,110,0,0,0
"3269","UnitJo00",2,25,1957,4048,33,499,282,0,0,1
"3270","UnitJo00",3,26,1958,6055,52,762,418,1,1,2
"3271","UnitJo00",4,27,1959,8954,84,1129,611,2,2,3
"3272","UnitJo00",5,28,1960,12053,109,1507,801,2,2,4
"3273","UnitJo00",6,29,1961,15043,125,1927,1030,2,2,5
"3274","UnitJo00",7,30,1962,18010,148,2316,1252,2,2,6
"3275","UnitJo00",8,31,1963,21491,168,2726,1489,2,2,7
"3276","UnitJo00",9,32,1964,24315,187,3031,1647,3,2,8
"3277","UnitJo00",10,33,1965,26845,210,3313,1811,3,2,8
"3278","UnitJo00",11,34,1966,29593,232,3661,2006,3,2,9
"3279","UnitJo00",12,35,1967,33021,252,4097,2261,3,2,10
"3280","UnitJo00",13,36,1968,33160,254,4129,2272,3,2,10
"3281","UnitJo00",14,37,1969,35502,266,4456,2450,3,2,10
"3282","UnitJo00",15,38,1970,37715,280,4777,2616,6,5,10
"3283","UnitJo00",16,39,1971,38657,283,4953,2708,8,6,10
"3284","UnitJo00",17,40,1972,39768,287,5110,2796,8,6,10
"3285","UnitJo00",18,41,1973,40239,290,5186,2830,8,6,10
"3286","VanBNo00",1,25,1950,2061,18,233,127,1,1,1
"3287","VanBNo00",2,26,1951,3786,31,427,227,1,1,2
"3288","VanBNo00",3,27,1952,5522,45,632,340,2,1,3
"3289","VanBNo00",4,28,1953,7915,64,918,496,2,1,4
"3290","VanBNo00",5,29,1954,10552,77,1178,635,2,1,5
"3291","VanBNo00",6,30,1955,12442,85,1450,779,3,1,6
"3292","VanBNo00",7,31,1956,13408,92,1574,847,3,1,6
"3293","VanBNo00",8,32,1957,15513,112,1839,979,3,1,6
"3294","VanBNo00",9,33,1958,17922,127,2213,1177,3,1,7
"3295","VanBNo00",10,34,1959,20539,143,2553,1368,3,1,8
"3296","VanBNo00",11,35,1960,23010,167,2837,1521,4,2,9
"3297","VickMi00",1,22,2001,785,2,113,50,0,0,0
"3298","VickMi00",2,23,2002,3721,18,534,281,2,1,1
"3299","VickMi00",3,24,2003,4306,22,634,331,2,1,1
"3300","VickMi00",4,25,2004,6619,36,955,512,4,2,2
"3301","VickMi00",5,26,2005,9031,51,1342,726,4,2,3
"3302","VickMi00",6,27,2006,11505,71,1730,930,4,2,3
"3303","VickMi00",7,28,2007,11505,71,1730,930,4,2,3
"3304","VickMi00",8,29,2008,11505,71,1730,930,4,2,3
"3305","VickMi00",9,30,2009,11591,72,1743,936,4,2,3
"3306","VickMi00",10,31,2010,14609,93,2115,1169,5,2,4
"3307","VickMi00",11,32,2011,17912,111,2538,1422,5,2,4
"3308","VickMi00",12,33,2012,20274,123,2889,1626,5,2,4
"3309","VickMi00",13,34,2013,21489,128,3030,1703,5,2,4
"3310","VickMi00",14,35,2014,22093,131,3151,1767,5,2,4
"3311","VickMi00",15,36,2015,22464,133,3217,1807,5,2,4
"3312","VoleBi00",1,26,2001,0,0,3,0,0,0,0
"3313","VoleBi00",2,27,2002,0,0,3,0,0,0,0
"3314","VoleBi00",3,28,2003,545,4,72,44,0,0,0
"3315","VoleBi00",4,29,2004,3031,22,429,262,0,0,0
"3316","VoleBi00",5,30,2005,3505,26,517,312,0,0,0
"3317","VoleBi00",6,31,2006,3509,26,519,313,0,0,0
"3318","VoleBi00",7,32,2007,3515,26,529,316,0,0,0
"3319","VoleBi00",8,33,2008,3515,26,529,316,0,0,0
"3320","VoleBi00",9,34,2009,3746,27,560,336,0,0,0
"3321","VoleBi00",10,35,2010,3754,27,561,337,0,0,0
"3322","WadeBi00",1,25,1954,509,2,59,31,0,0,0
"3323","WadeBi00",2,26,1955,825,3,130,62,0,0,0
"3324","WadeBi00",3,27,1956,2286,13,308,153,0,0,0
"3325","WadeBi00",4,28,1957,2402,14,332,163,0,0,0
"3326","WadeBi00",5,29,1958,5277,32,673,344,0,0,1
"3327","WadeBi00",6,30,1959,7278,44,934,497,0,0,1
"3328","WadeBi00",7,31,1960,8572,56,1116,603,0,0,1
"3329","WadeBi00",8,32,1961,10830,78,1366,742,0,0,1
"3330","WadeBi00",9,33,1962,14002,96,1778,967,0,0,1
"3331","WadeBi00",10,34,1963,16303,111,2134,1159,1,1,2
"3332","WadeBi00",11,35,1964,18247,124,2461,1341,1,1,2
"3333","WadeBi00",12,36,1965,18451,124,2502,1361,1,1,2
"3334","WadeBi00",13,37,1966,18530,124,2523,1370,1,1,2
"3335","WallSe00",1,26,2005,173,1,25,13,0,0,0
"3336","WallSe00",2,27,2006,1100,9,166,95,0,0,0
"3337","WallSe00",3,28,2007,1315,11,194,114,0,0,0
"3338","WallSe00",4,29,2008,2847,22,436,255,0,0,0
"3339","WallSe00",5,30,2009,3547,25,556,333,0,0,0
"3340","WallSe00",6,31,2010,4241,29,657,397,0,0,0
"3341","WallSe00",7,32,2011,4808,31,764,452,0,0,0
"3342","WallSe00",8,33,2012,4808,31,764,452,0,0,0
"3343","WallSe00",9,34,2013,4947,31,788,468,0,0,0
"3344","WalsSt00",1,24,1989,1371,5,219,110,0,0,0
"3345","WalsSt00",2,25,1990,3381,17,555,289,1,0,0
"3346","WalsSt00",3,26,1991,5019,28,810,430,1,0,0
"3347","WalsSt00",4,27,1992,5019,28,810,430,1,0,0
"3348","WalsSt00",5,28,1993,5290,30,848,450,1,0,0
"3349","WalsSt00",6,29,1994,7368,40,1191,658,3,1,0
"3350","WalsSt00",7,30,1995,7368,40,1191,658,3,1,0
"3351","WalsSt00",8,31,1996,7712,40,1268,691,3,1,0
"3352","WalsSt00",9,32,1997,7770,40,1285,697,3,1,0
"3353","WalsSt00",10,33,1998,7828,40,1304,706,3,1,0
"3354","WalsSt00",11,34,1999,7875,40,1317,713,3,1,0
"3355","WarnKu00",1,28,1998,39,0,11,4,0,0,0
"3356","WarnKu00",2,29,1999,4392,41,510,329,3,3,1
"3357","WarnKu00",3,30,2000,7821,62,857,564,4,3,2
"3358","WarnKu00",4,31,2001,12651,98,1403,939,7,5,3
"3359","WarnKu00",5,32,2002,14082,101,1623,1083,7,5,3
"3360","WarnKu00",6,33,2003,14447,102,1688,1121,7,5,3
"3361","WarnKu00",7,34,2004,16501,108,1965,1295,7,5,3
"3362","WarnKu00",8,35,2005,19214,119,2340,1537,7,5,3
"3363","WarnKu00",9,36,2006,20591,125,2508,1645,7,5,3
"3364","WarnKu00",10,37,2007,24008,152,2959,1926,7,5,3
"3365","WarnKu00",11,38,2008,28591,182,3557,2327,11,8,4
"3366","WarnKu00",12,39,2009,32344,208,4070,2666,13,9,4
"3367","WatsDe00",1,23,2017,1699,19,204,126,0,0,0
"3368","WatsDe00",2,24,2018,5864,45,709,471,1,0,1
"3369","WatsDe00",3,25,2019,9716,71,1204,804,3,1,2
"3370","WatsDe00",4,26,2020,14539,104,1748,1186,3,1,3
"3371","WeedBr00",1,30,2012,3385,14,517,297,0,0,0
"3372","WeedBr00",2,31,2013,5116,23,784,438,0,0,0
"3373","WeedBr00",3,32,2014,5419,26,825,462,0,0,0
"3374","WeedBr00",4,33,2015,6462,31,965,559,0,0,0
"3375","WeinCh00",1,30,2001,2931,11,540,293,0,0,0
"3376","WeinCh00",2,31,2002,3111,11,578,310,0,0,0
"3377","WeinCh00",3,32,2003,3111,11,578,310,0,0,0
"3378","WeinCh00",4,33,2004,3111,11,578,310,0,0,0
"3379","WeinCh00",5,34,2005,3175,12,591,317,0,0,0
"3380","WeinCh00",6,35,2006,3800,14,687,373,0,0,0
"3381","WeinCh00",7,36,2007,3904,15,709,386,0,0,0
"3382","WentCa00",1,25,2016,3782,16,607,379,0,0,0
"3383","WentCa00",2,26,2017,7078,49,1047,644,0,0,1
"3384","WentCa00",3,27,2018,10152,70,1448,923,0,0,1
"3385","WentCa00",4,28,2019,14191,97,2055,1311,1,0,1
"3386","WentCa00",5,29,2020,16811,113,2492,1562,1,0,1
"3387","WentCa00",6,30,2021,20374,140,3008,1884,1,0,1
"3388","WhelCr00",1,27,1997,1357,6,237,118,0,0,0
"3389","WhelCr00",2,28,1998,3160,14,557,267,0,0,0
"3390","WhitDa01",1,25,1976,213,2,20,13,0,0,0
"3391","WhitDa01",2,26,1977,248,2,30,17,0,0,0
"3392","WhitDa01",3,27,1978,463,2,64,37,0,0,0
"3393","WhitDa01",4,28,1979,730,3,103,56,0,0,0
"3394","WhitDa01",5,29,1980,4017,31,539,316,3,2,0
"3395","WhitDa01",6,30,1981,7115,53,930,539,5,3,0
"3396","WhitDa01",7,31,1982,9194,69,1177,695,8,5,1
"3397","WhitDa01",8,32,1983,13174,98,1710,1029,9,5,1
"3398","WhitDa01",9,33,1984,14754,109,1943,1155,9,5,1
"3399","WhitDa01",10,34,1985,17911,130,2393,1422,10,5,1
"3400","WhitDa01",11,35,1986,19068,142,2546,1517,10,5,1
"3401","WhitDa01",12,36,1987,21685,154,2908,1732,10,5,1
"3402","WhitDa01",13,37,1988,21959,155,2950,1761,10,5,1
"3403","WhitDa02",1,23,1977,634,1,105,50,0,0,0
"3404","WhitDa02",2,24,1978,2727,11,433,218,0,0,0
"3405","WhitDa02",3,25,1979,4974,21,755,397,0,0,0
"3406","WhitDa02",4,26,1980,5029,21,770,402,0,0,0
"3407","WhitDa02",5,27,1981,5821,28,898,468,0,0,0
"3408","WhitDa02",6,28,1982,6056,28,945,486,0,0,0
"3409","WhitDa02",7,29,1983,6205,28,980,504,0,0,0
"3410","WillDo01",1,24,1978,1170,7,194,73,0,0,0
"3411","WillDo01",2,25,1979,3618,25,591,239,2,1,0
"3412","WillDo01",3,26,1980,7014,45,1112,493,2,1,0
"3413","WillDo01",4,27,1981,10577,64,1583,731,3,1,0
"3414","WillDo01",5,28,1982,12648,73,1890,895,4,1,0
"3415","WillDo01",6,29,1983,12648,73,1890,895,4,1,0
"3416","WillDo01",7,30,1984,12648,73,1890,895,4,1,0
"3417","WillDo01",8,31,1985,12648,73,1890,895,4,1,0
"3418","WillDo01",9,32,1986,12648,73,1891,895,4,1,0
"3419","WillDo01",10,33,1987,13804,84,2034,976,7,4,0
"3420","WillDo01",11,34,1988,16413,99,2414,1189,7,4,0
"3421","WillDo01",12,35,1989,16998,100,2507,1240,7,4,0
"3422","WilsDa00",1,23,1981,1058,1,159,82,0,0,0
"3423","WilsDa00",2,24,1982,1058,1,159,82,0,0,0
"3424","WilsDa00",3,25,1983,1828,6,271,148,0,0,0
"3425","WilsDa00",4,26,1984,2475,13,364,199,0,0,0
"3426","WilsDa00",5,27,1985,4318,24,657,344,0,0,0
"3427","WilsDa00",6,28,1986,6671,34,999,533,0,0,0
"3428","WilsDa00",7,29,1987,6914,36,1023,546,0,0,0
"3429","WilsDa00",8,30,1988,6987,36,1039,551,0,0,0
"3430","WilsMa00",1,24,1980,31,0,5,3,0,0,0
"3431","WilsMa00",2,25,1981,2342,14,371,176,0,0,0
"3432","WilsMa00",3,26,1982,2346,14,373,177,0,0,0
"3433","WilsMa00",4,27,1983,3210,22,490,244,0,0,0
"3434","WilsMa00",5,28,1984,5361,37,772,397,0,0,0
"3435","WilsMa00",6,29,1985,7969,53,1160,590,1,0,0
"3436","WilsMa00",7,30,1986,9690,65,1400,719,1,0,0
"3437","WilsMa00",8,31,1987,11760,77,1666,871,1,0,0
"3438","WilsMa00",9,32,1988,11760,77,1666,871,1,0,0
"3439","WilsMa00",10,33,1989,12766,80,1816,946,1,0,0
"3440","WilsMa00",11,34,1990,14391,86,2081,1085,1,0,0
"3441","WilsRu00",1,25,2012,3118,26,393,252,2,1,1
"3442","WilsRu00",2,26,2013,6475,52,800,509,5,4,2
"3443","WilsRu00",3,27,2014,9950,72,1252,794,8,6,3
"3444","WilsRu00",4,28,2015,13974,106,1735,1123,10,7,4
"3445","WilsRu00",5,29,2016,18193,127,2281,1476,12,8,4
"3446","WilsRu00",6,30,2017,22176,161,2834,1815,12,8,5
"3447","WilsRu00",7,31,2018,25624,196,3261,2095,13,8,6
"3448","WilsRu00",8,32,2019,29734,227,3777,2436,15,9,7
"3449","WilsRu00",9,33,2020,33946,267,4335,2820,16,9,8
"3450","WilsRu00",10,34,2021,37059,292,4735,3079,16,9,9
"3451","WilsWa00",1,23,1981,48,0,13,6,0,0,0
"3452","WilsWa00",2,24,1982,48,0,13,6,0,0,0
"3453","WilsWa00",3,25,1983,172,1,41,22,0,0,0
"3454","WilsWa00",4,26,1984,1191,6,236,124,0,0,0
"3455","WilsWa00",5,27,1985,1595,9,296,157,0,0,0
"3456","WilsWa00",6,28,1986,2760,16,439,237,0,0,0
"3457","WilsWa00",7,29,1987,4866,30,703,377,2,1,0
"3458","WilsWa00",8,30,1988,7612,45,1035,581,4,2,1
"3459","WilsWa00",9,31,1989,10155,54,1397,775,5,2,1
"3460","WilsWa00",10,32,1990,11310,63,1543,857,5,2,1
"3461","WilsWa00",11,33,1991,12135,66,1665,929,5,2,1
"3462","WilsWa00",12,34,1992,13501,79,1828,1040,5,2,1
"3463","WilsWa00",13,35,1993,15958,91,2216,1261,5,2,1
"3464","WilsWa00",14,36,1994,16130,91,2244,1281,5,2,1
"3465","WilsWa00",15,37,1995,16521,92,2301,1319,5,2,1
"3466","WilsWa00",16,38,1996,16600,92,2319,1327,5,2,1
"3467","WilsWa00",17,39,1997,16715,92,2340,1339,5,2,1
"3468","WilsWa00",18,40,1998,17283,99,2428,1391,5,2,1
"3469","WinsJa00",1,22,2015,4042,22,535,312,0,0,1
"3470","WinsJa00",2,23,2016,8132,50,1102,657,0,0,1
"3471","WinsJa00",3,24,2017,11636,69,1544,939,0,0,1
"3472","WinsJa00",4,25,2018,14628,88,1922,1183,0,0,1
"3473","WinsJa00",5,26,2019,19737,121,2548,1563,0,0,1
"3474","WinsJa00",6,27,2020,19812,121,2559,1570,0,0,1
"3475","WinsJa00",7,28,2021,20982,135,2720,1665,0,0,1
"3476","WoodDa00",1,23,1980,1850,14,327,176,0,0,0
"3477","WoodDa00",2,24,1981,4320,26,693,367,1,0,0
"3478","WoodDa00",3,25,1982,5400,31,872,465,5,3,0
"3479","WoodDa00",4,26,1983,5928,34,961,508,5,3,0
"3480","WoodDa00",5,27,1984,7201,42,1117,593,5,3,0
"3481","WoodDa00",6,28,1985,8558,48,1300,687,5,3,0
"3482","WrigAn00",1,25,2000,237,0,53,22,0,0,0
"3483","WrigAn00",2,26,2001,766,5,151,70,0,0,0
"3484","WrigAn00",3,27,2002,766,5,151,70,0,0,0
"3485","WrigAn00",4,28,2003,1965,14,329,164,1,0,0
"3486","WrigAn00",5,29,2004,1965,14,329,164,1,0,0
"3487","WrigAn00",6,30,2005,3547,20,595,328,1,0,0
"3488","WrigAn00",7,31,2006,3578,20,598,331,1,0,0
