"","yes","not","age","year","yards","tds","att","comp","playoff_games","playoff_wins","pb_games"
"2656","ReicFr00",12,36,1996,5186,35,792,434,2,2,0
"2657","ReicFr00",13,37,1997,5307,35,822,445,2,2,0
"2658","ReicFr00",14,38,1998,6075,40,932,508,2,2,0
"2659","RivePh00",1,24,2004,33,1,8,5,0,0,0
"2660","RivePh00",2,25,2005,148,1,30,17,0,0,0
"2661","RivePh00",3,26,2006,3536,23,490,301,1,0,1
"2662","RivePh00",4,27,2007,6688,44,950,578,4,2,1
"2663","RivePh00",5,28,2008,10697,78,1428,890,6,3,1
"2664","RivePh00",6,29,2009,14951,106,1914,1207,7,3,2
"2665","RivePh00",7,30,2010,19661,136,2455,1564,7,3,3
"2666","RivePh00",8,31,2011,24285,163,3037,1930,7,3,4
"2667","RivePh00",9,32,2012,27891,189,3564,2268,7,3,4
"2668","RivePh00",10,33,2013,32369,221,4108,2646,9,4,5
"2669","RivePh00",11,34,2014,36655,252,4678,3025,9,4,5
"2670","RivePh00",12,35,2015,41447,281,5339,3462,9,4,5
"2671","RivePh00",13,36,2016,45833,314,5917,3811,9,4,6
"2672","RivePh00",14,37,2017,50348,342,6492,4171,9,4,7
"2673","RivePh00",15,38,2018,54656,374,7000,4518,11,5,8
"2674","RivePh00",16,39,2019,59271,397,7591,4908,11,5,8
"2675","RivePh00",17,40,2020,63440,421,8134,5277,12,5,8
"2676","RobiMa01",1,23,1977,310,2,54,20,0,0,0
"2677","RobiMa01",2,24,1978,2312,15,320,144,0,0,0
"2678","RobiMa01",3,25,1979,2503,15,351,161,0,0,0
"2679","RobiMa01",4,26,1980,3445,17,513,239,0,0,0
"2680","RobiMa01",5,27,1981,3445,17,515,239,0,0,0
"2681","RobiMa01",6,28,1982,3519,18,523,244,0,0,0
"2682","RodgAa00",1,23,2005,65,0,16,9,0,0,0
"2683","RodgAa00",2,24,2006,111,0,31,15,0,0,0
"2684","RodgAa00",3,25,2007,329,1,59,35,0,0,0
"2685","RodgAa00",4,26,2008,4367,29,595,376,0,0,0
"2686","RodgAa00",5,27,2009,8801,59,1136,726,1,0,1
"2687","RodgAa00",6,28,2010,12723,87,1611,1038,5,4,1
"2688","RodgAa00",7,29,2011,17366,132,2113,1381,6,4,2
"2689","RodgAa00",8,30,2012,21661,171,2665,1752,8,5,3
"2690","RodgAa00",9,31,2013,24197,188,2955,1945,9,5,3
"2691","RodgAa00",10,32,2014,28578,226,3475,2286,11,6,4
"2692","RodgAa00",11,33,2015,32399,257,4047,2633,13,7,5
"2693","RodgAa00",12,34,2016,36827,297,4657,3034,16,9,6
"2694","RodgAa00",13,35,2017,38502,313,4895,3188,16,9,6
"2695","RodgAa00",14,36,2018,42944,338,5492,3560,16,9,7
"2696","RodgAa00",15,37,2019,46946,364,6061,3913,18,10,8
"2697","RodgAa00",16,38,2020,51245,412,6587,4285,20,11,9
"2698","RodgAa00",17,39,2021,55360,449,7118,4651,21,11,10
"2699","RoetBe00",1,23,2004,2621,17,295,196,2,1,0
"2700","RoetBe00",2,24,2005,5006,34,563,364,6,5,0
"2701","RoetBe00",3,25,2006,8519,52,1032,644,6,5,0
"2702","RoetBe00",4,26,2007,11673,84,1436,908,7,5,1
"2703","RoetBe00",5,27,2008,14974,101,1905,1189,10,8,1
"2704","RoetBe00",6,28,2009,19302,127,2411,1526,10,8,1
"2705","RoetBe00",7,29,2010,22502,144,2800,1766,13,10,1
"2706","RoetBe00",8,30,2011,26579,165,3313,2090,14,10,2
"2707","RoetBe00",9,31,2012,29844,191,3762,2374,14,10,2
"2708","RoetBe00",10,32,2013,34105,219,4346,2749,14,10,2
"2709","RoetBe00",11,33,2014,39057,251,4954,3157,15,10,3
"2710","RoetBe00",12,34,2015,42995,272,5423,3476,17,11,4
"2711","RoetBe00",13,35,2016,46814,301,5932,3804,20,13,5
"2712","RoetBe00",14,36,2017,51065,329,6493,4164,21,13,6
"2713","RoetBe00",15,37,2018,56194,363,7168,4616,21,13,6
"2714","RoetBe00",16,38,2019,56545,363,7230,4651,21,13,6
"2715","RoetBe00",17,39,2020,60348,396,7838,5050,22,13,6
"2716","RoetBe00",18,40,2021,64088,418,8443,5440,23,13,6
"2717","RomoTo00",1,27,2006,2903,19,337,220,1,0,1
"2718","RomoTo00",2,28,2007,7114,55,857,555,2,0,2
"2719","RomoTo00",3,29,2008,10562,81,1307,831,2,0,2
"2720","RomoTo00",4,30,2009,15045,107,1857,1178,4,1,3
"2721","RomoTo00",5,31,2010,16650,118,2070,1326,4,1,3
"2722","RomoTo00",6,32,2011,20834,149,2592,1672,4,1,3
"2723","RomoTo00",7,33,2012,25737,177,3240,2097,4,1,3
"2724","RomoTo00",8,34,2013,29565,208,3775,2439,4,1,3
"2725","RomoTo00",9,35,2014,33270,242,4210,2743,6,2,4
"2726","RomoTo00",10,36,2015,34154,247,4331,2826,6,2,4
"2727","RomoTo00",11,37,2016,34183,248,4335,2829,6,2,4
"2728","RoseJo01",1,22,2018,2278,11,393,217,0,0,0
"2729","RoseJo01",2,23,2019,2845,12,502,275,0,0,0
"2730","RoseJo01",3,24,2020,2845,12,502,275,0,0,0
"2731","RoseJo01",4,25,2021,2864,12,513,277,0,0,0
"2732","RoseSa00",1,25,2002,0,0,3,0,0,0,0
"2733","RoseSa00",2,26,2003,50,1,9,4,0,0,0
"2734","RoseSa00",3,27,2004,314,2,48,20,0,0,0
"2735","RoseSa00",4,28,2005,776,6,109,54,0,0,0
"2736","RoseSa00",5,29,2006,1041,9,148,81,0,0,0
"2737","RoseSa00",6,30,2007,2725,24,388,235,0,0,0
"2738","RoseSa00",7,31,2008,4156,30,562,351,0,0,0
"2739","RoseTi00",1,24,1989,95,0,22,9,0,0,0
"2740","RoseTi00",2,25,1990,3193,16,459,246,0,0,0
"2741","RoseTi00",3,26,1991,3193,16,459,246,0,0,0
"2742","RoseTi00",4,27,1992,3676,16,551,295,0,0,0
"2743","RoteTo00",1,23,1950,1231,7,224,83,0,0,0
"2744","RoteTo00",2,24,1951,2771,22,480,189,0,0,0
"2745","RoteTo00",3,25,1952,4039,35,637,271,0,0,0
"2746","RoteTo00",4,26,1953,5044,40,822,343,0,0,0
"2747","RoteTo00",5,27,1954,7355,54,1204,523,0,0,0
"2748","RoteTo00",6,28,1955,9332,71,1546,680,0,0,0
"2749","RoteTo00",7,29,1956,11535,89,1854,826,0,0,1
"2750","RoteTo00",8,30,1957,12605,100,2031,902,2,2,1
"2751","RoteTo00",9,31,1958,14283,114,2288,1020,2,2,1
"2752","RoteTo00",10,32,1959,15144,119,2450,1082,2,2,1
"2753","RussJa00",1,23,2007,373,2,66,36,0,0,0
"2754","RussJa00",2,24,2008,2796,15,434,234,0,0,0
"2755","RussJa00",3,25,2009,4083,18,680,354,0,0,0
"2756","RutlJe00",1,23,1979,125,1,32,13,0,0,0
"2757","RutlJe00",2,24,1980,151,1,36,14,0,0,0
"2758","RutlJe00",3,25,1981,593,4,86,44,0,0,0
"2759","RutlJe00",4,26,1982,593,4,86,44,0,0,0
"2760","RutlJe00",5,27,1983,1801,7,260,131,0,0,0
"2761","RutlJe00",6,28,1984,1810,7,261,132,0,0,0
"2762","RutlJe00",7,29,1985,1810,7,261,132,0,0,0
"2763","RutlJe00",8,30,1986,1823,8,264,133,0,0,0
"2764","RutlJe00",9,31,1987,2871,13,419,212,0,0,0
"2765","RutlJe00",10,32,1988,2984,13,436,223,0,0,0
"2766","RutlJe00",11,33,1989,2984,13,436,223,0,0,0
"2767","RutlJe00",12,34,1990,3439,15,504,263,0,0,0
"2768","RutlJe00",13,35,1991,3628,16,526,274,0,0,0
"2769","RyanFr00",1,23,1958,34,1,14,5,0,0,0
"2770","RyanFr00",2,24,1959,743,3,103,47,0,0,0
"2771","RyanFr00",3,25,1960,1559,10,231,109,0,0,0
"2772","RyanFr00",4,26,1961,2674,15,373,181,0,0,0
"2773","RyanFr00",5,27,1962,4215,25,567,293,0,0,0
"2774","RyanFr00",6,28,1963,6241,50,823,428,0,0,0
"2775","RyanFr00",7,29,1964,8645,75,1157,602,1,1,1
"2776","RyanFr00",8,30,1965,10396,93,1400,721,2,1,2
"2777","RyanFr00",9,31,1966,13370,122,1782,921,2,1,3
"2778","RyanFr00",10,32,1967,15396,142,2062,1057,3,1,3
"2779","RyanFr00",11,33,1968,16035,149,2128,1088,3,1,3
"2780","RyanFr00",12,34,1969,16039,149,2129,1089,3,1,3
"2781","RyanFr00",13,35,1970,16042,149,2133,1090,3,1,3
"2782","RyanMa00",1,24,2008,3440,16,434,265,1,0,0
"2783","RyanMa00",2,25,2009,6356,38,885,528,1,0,0
"2784","RyanMa00",3,26,2010,10061,66,1456,885,2,0,1
"2785","RyanMa00",4,27,2011,14238,95,2022,1232,3,0,1
"2786","RyanMa00",5,28,2012,18957,127,2637,1654,5,1,2
"2787","RyanMa00",6,29,2013,23472,153,3288,2093,5,1,2
"2788","RyanMa00",7,30,2014,28166,181,3916,2508,5,1,3
"2789","RyanMa00",8,31,2015,32757,202,4530,2915,5,1,3
"2790","RyanMa00",9,32,2016,37701,240,5064,3288,8,3,4
"2791","RyanMa00",10,33,2017,41796,260,5593,3630,10,4,4
"2792","RyanMa00",11,34,2018,46720,295,6201,4052,10,4,4
"2793","RyanMa00",12,35,2019,51186,321,6817,4460,10,4,4
"2794","RyanMa00",13,36,2020,55767,347,7443,4867,10,4,4
"2795","RyanMa00",14,37,2021,59735,367,8003,5242,10,4,4
"2796","RyanPa00",1,24,1978,106,0,14,9,0,0,0
"2797","RyanPa00",2,25,1979,119,0,18,11,0,0,0
"2798","RyanPa00",3,26,1980,119,0,18,11,0,0,0
"2799","RyanPa00",4,27,1981,167,1,28,15,0,0,0
"2800","RyanPa00",5,28,1982,313,3,46,27,0,0,0
"2801","RyanPa00",6,29,1983,572,5,86,48,0,0,0
"2802","RyanPa00",7,30,1984,2511,19,371,204,0,0,0
"2803","RyanPa00",8,31,1985,2606,19,380,210,0,0,0
"2804","RyanPa00",9,32,1986,2948,21,435,244,2,1,0
"2805","RyanPa00",10,33,1987,3262,25,488,276,2,1,0
"2806","RyanPa00",11,34,1988,4069,30,601,339,2,1,0
"2807","RyanPa00",12,35,1989,4222,31,631,354,2,1,0
"2808","RyanPa00",13,36,1990,4222,31,631,354,2,1,0
"2809","RyanPa00",14,37,1991,4320,31,657,364,2,1,0
"2810","RypiMa00",1,27,1988,1730,18,208,114,0,0,0
"2811","RypiMa00",2,28,1989,5498,40,684,394,0,0,1
"2812","RypiMa00",3,29,1990,7568,56,988,560,2,1,1
"2813","RypiMa00",4,30,1991,11132,84,1409,809,5,4,2
"2814","RypiMa00",5,31,1992,14414,97,1888,1078,7,5,2
"2815","RypiMa00",6,32,1993,15928,101,2207,1244,7,5,2
"2816","RypiMa00",7,33,1994,16622,105,2335,1303,7,5,2
"2817","RypiMa00",8,34,1995,18070,114,2552,1432,7,5,2
"2818","RypiMa00",9,35,1996,18146,115,2565,1442,7,5,2
"2819","RypiMa00",10,36,1997,18416,115,2604,1461,7,5,2
"2820","RypiMa00",11,37,1998,18416,115,2604,1461,7,5,2
"2821","RypiMa00",12,38,1999,18416,115,2604,1461,7,5,2
"2822","RypiMa00",13,39,2000,18416,115,2604,1461,7,5,2
"2823","RypiMa00",14,40,2001,18473,115,2613,1466,7,5,2
"2824","SaliSe00",1,25,1987,68,0,12,8,0,0,0
"2825","SaliSe00",2,26,1988,68,0,12,8,0,0,0
"2826","SaliSe00",3,27,1989,68,0,12,8,0,0,0
"2827","SaliSe00",4,28,1990,68,0,12,8,0,0,0
"2828","SaliSe00",5,29,1991,68,0,12,8,0,0,0
"2829","SaliSe00",6,30,1992,1271,5,187,105,1,0,0
"2830","SaliSe00",7,31,1993,2684,14,382,220,1,0,0
"2831","SaliSe00",8,32,1994,2840,14,416,236,1,0,0
"2832","SaliSe00",9,33,1995,2840,14,416,236,1,0,0
"2833","SaliSe00",10,34,1996,3824,19,577,318,1,0,0
"2834","SancMa00",1,24,2009,2444,12,364,196,3,2,0
"2835","SancMa00",2,25,2010,5735,29,871,474,6,4,0
"2836","SancMa00",3,26,2011,9209,55,1414,782,6,4,0
"2837","SancMa00",4,27,2012,12092,68,1867,1028,6,4,0
"2838","SancMa00",5,28,2013,12092,68,1867,1028,6,4,0
"2839","SancMa00",6,29,2014,14510,82,2176,1226,6,4,0
"2840","SancMa00",7,30,2015,15126,86,2267,1285,6,4,0
"2841","SancMa00",8,31,2016,15219,86,2285,1295,6,4,0
"2842","SancMa00",9,32,2017,15219,86,2285,1295,6,4,0
"2843","SancMa00",10,33,2018,15357,86,2320,1314,6,4,0
"2844","SchaMa00",1,24,2004,330,1,70,33,0,0,0
"2845","SchaMa00",2,25,2005,825,5,134,66,0,0,0
"2846","SchaMa00",3,26,2006,1033,6,161,84,0,0,0
"2847","SchaMa00",4,27,2007,3274,15,450,276,0,0,0
"2848","SchaMa00",5,28,2008,6317,30,830,527,0,0,0
"2849","SchaMa00",6,29,2009,11087,59,1413,923,0,0,1
"2850","SchaMa00",7,30,2010,15457,83,1987,1288,0,0,1
"2851","SchaMa00",8,31,2011,17936,98,2279,1466,0,0,1
"2852","SchaMa00",9,32,2012,21944,120,2823,1816,2,1,2
"2853","SchaMa00",10,33,2013,24254,130,3181,2035,2,1,2
"2854","SchaMa00",11,34,2014,24311,130,3191,2040,2,1,2
"2855","SchaMa00",12,35,2015,24851,133,3271,2092,2,1,2
"2856","SchaMa00",13,36,2016,24867,133,3274,2093,2,1,2
"2857","SchaMa00",14,37,2017,24867,133,3274,2093,2,1,2
"2858","SchaMa00",15,38,2018,24887,133,3281,2098,2,1,2
"2859","SchaMa00",16,39,2019,25467,136,3348,2148,2,1,2
"2860","SchoTu00",1,25,1981,166,0,19,10,0,0,0
"2861","SchoTu00",2,26,1982,172,0,20,11,0,0,0
"2862","SchoTu00",3,27,1983,1331,2,176,103,0,0,0
"2863","SchoTu00",4,28,1984,2276,6,293,181,0,0,0
"2864","SchoTu00",5,29,1985,2736,7,344,214,0,0,0
"2865","SchoTu00",6,30,1986,3768,11,498,309,0,0,0
"2866","SchoTu00",7,31,1987,3768,11,498,309,0,0,0
"2867","SchoTu00",8,32,1988,3788,11,502,311,0,0,0
"2868","SchoTu00",9,33,1989,3788,11,504,311,0,0,0
"2869","SchrJa00",1,25,1985,1458,5,209,112,0,0,0
"2870","SchrJa00",2,26,1986,5567,27,750,388,3,2,1
"2871","SchrJa00",3,27,1987,7445,39,1017,517,3,2,1
"2872","SchrJa00",4,28,1988,9284,52,1273,630,3,2,1
"2873","SchrJa00",5,29,1989,10834,60,1467,721,3,2,1
"2874","SchrJa00",6,30,1990,13683,79,1801,903,5,3,1
"2875","SchrJa00",7,31,1991,16245,94,2158,1092,5,3,1
"2876","SchrJa00",8,32,1992,17721,105,2411,1215,5,3,1
"2877","SchrJa00",9,33,1993,18553,110,2570,1293,5,3,1
"2878","SchrJa00",10,34,1994,20063,114,2808,1426,5,3,1
"2879","ScotBo00",1,25,1973,245,1,54,18,0,0,0
"2880","ScotBo00",2,26,1974,611,5,125,49,0,0,0
"2881","ScotBo00",3,27,1975,707,5,142,57,0,0,0
"2882","ScotBo00",4,28,1976,1772,9,332,160,0,0,0
"2883","ScotBo00",5,29,1977,2288,12,414,196,0,0,0
"2884","ScotBo00",6,30,1978,2324,12,419,199,0,0,0
"2885","ScotBo00",7,31,1979,2336,12,421,201,0,0,0
"2886","ScotBo00",8,32,1980,2536,14,454,217,0,0,0
"2887","ScotBo00",9,33,1981,2781,15,500,237,0,0,0
"2888","ShawDe00",1,24,1970,2507,10,321,178,0,0,0
"2889","ShawDe00",2,25,1971,4320,21,612,327,0,0,0
"2890","ShawDe00",3,26,1972,5986,35,870,463,0,0,0
"2891","ShawDe00",4,27,1973,6286,35,916,485,0,0,0
"2892","ShawDe00",5,28,1974,6286,35,916,485,0,0,0
"2893","ShawDe00",6,29,1975,6347,35,924,489,0,0,0
"2894","ShawGe00",1,23,1955,1586,10,237,119,0,0,0
"2895","ShawGe00",2,24,1956,2231,13,312,164,0,0,0
"2896","ShawGe00",3,25,1957,2289,14,321,169,0,0,0
"2897","ShawGe00",4,26,1958,2820,21,410,210,0,0,0
"2898","ShawGe00",5,27,1959,3253,22,446,234,0,0,0
"2899","ShawGe00",6,28,1960,4516,33,601,310,0,0,0
"2900","ShawGe00",7,29,1961,5046,37,692,356,0,0,0
"2901","ShinDi00",1,23,1964,0,0,1,0,0,0,0
"2902","ShinDi00",2,24,1965,470,3,66,28,0,0,0
"2903","ShinDi00",3,25,1966,470,3,71,28,0,0,0
"2904","ShinDi00",4,26,1967,504,3,80,31,0,0,0
"2905","ShinDi00",5,27,1968,2360,21,384,179,0,0,0
"2906","ShinDi00",6,28,1969,3782,28,593,276,0,0,0
"2907","ShinDi00",7,29,1970,3869,28,605,285,0,0,0
"2908","ShinDi00",8,30,1971,4332,33,662,315,0,0,0
"2909","ShinDi00",9,31,1972,4332,33,662,315,0,0,0
"2910","ShinDi00",10,32,1973,4764,36,730,351,0,0,0
"2911","ShinDi00",11,33,1974,4801,36,736,354,0,0,0
"2912","ShulHe00",1,24,1994,1658,10,265,120,0,0,0
"2913","ShulHe00",2,25,1995,2403,13,390,186,0,0,0
"2914","ShulHe00",3,26,1996,2403,13,390,186,0,0,0
"2915","ShulHe00",4,27,1997,3691,15,593,292,0,0,0
"2916","SiemTr00",1,26,2016,3401,18,486,289,0,0,0
"2917","SiemTr00",2,27,2017,5686,30,835,495,0,0,0
"2918","SiemTr00",3,28,2018,5686,30,835,495,0,0,0
"2919","SiemTr00",4,29,2019,5689,30,841,498,0,0,0
"2920","SiemTr00",5,30,2020,5689,30,841,498,0,0,0
"2921","SiemTr00",6,31,2021,6843,41,1029,606,0,0,0
"2922","SimmCh00",1,25,2004,467,1,73,42,0,0,0
"2923","SimmCh00",2,26,2005,2502,11,386,233,1,0,0
"2924","SimmCh00",3,27,2006,3087,12,492,291,1,0,0
"2925","SimmCh00",4,28,2007,3087,12,492,291,1,0,0
"2926","SimmCh00",5,29,2008,3094,12,494,292,1,0,0
"2927","SimmCh00",6,30,2009,3117,12,511,297,1,0,0
"2928","SimmPh00",1,25,1979,1743,13,265,134,0,0,0
"2929","SimmPh00",2,26,1980,4064,28,667,327,0,0,0
"2930","SimmPh00",3,27,1981,6095,39,983,499,0,0,0
"2931","SimmPh00",4,28,1982,6095,39,983,499,0,0,0
"2932","SimmPh00",5,29,1983,6225,39,996,506,0,0,0
"2933","SimmPh00",6,30,1984,10269,61,1529,792,2,1,0
"2934","SimmPh00",7,31,1985,14098,83,2024,1067,4,2,1
"2935","SimmPh00",8,32,1986,17585,104,2492,1326,7,5,1
"2936","SimmPh00",9,33,1987,19815,121,2774,1489,7,5,1
"2937","SimmPh00",10,34,1988,23174,142,3253,1752,7,5,1
"2938","SimmPh00",11,35,1989,26235,156,3658,1980,8,5,1
"2939","SimmPh00",12,36,1990,28519,171,3969,2164,8,5,1
"2940","SimmPh00",13,37,1991,29512,179,4110,2246,8,5,1
"2941","SimmPh00",14,38,1992,30424,184,4247,2329,8,5,1
"2942","SimmPh00",15,39,1993,33462,199,4647,2576,10,6,2
"2943","SipeBr00",1,26,1974,603,1,108,59,0,0,0
"2944","SipeBr00",2,27,1975,1030,2,196,104,0,0,0
"2945","SipeBr00",3,28,1976,3143,19,508,282,0,0,0
"2946","SipeBr00",4,29,1977,4376,28,703,394,0,0,0
"2947","SipeBr00",5,30,1978,7282,49,1102,616,0,0,0
"2948","SipeBr00",6,31,1979,11075,77,1637,902,0,0,0
"2949","SipeBr00",7,32,1980,15207,107,2191,1239,1,0,1
"2950","SipeBr00",8,33,1981,19083,124,2758,1552,1,0,1
"2951","SipeBr00",9,34,1982,20147,128,2943,1653,1,0,1
"2952","SipeBr00",10,35,1983,23713,154,3439,1944,1,0,1
"2953","SkelJo00",1,23,2010,662,2,126,60,0,0,0
"2954","SkelJo00",2,24,2011,2575,13,401,211,0,0,0
"2955","SkelJo00",3,25,2012,3707,15,602,320,0,0,0
"2956","SmitAl03",1,22,2005,875,1,165,84,0,0,0
"2957","SmitAl03",2,23,2006,3765,17,607,341,0,0,0
"2958","SmitAl03",3,24,2007,4679,19,800,435,0,0,0
"2959","SmitAl03",4,25,2008,4679,19,800,435,0,0,0
"2960","SmitAl03",5,26,2009,7029,37,1172,660,0,0,0
"2961","SmitAl03",6,27,2010,9399,51,1514,864,0,0,0
"2962","SmitAl03",7,28,2011,12543,68,1959,1137,2,1,0
"2963","SmitAl03",8,29,2012,14280,81,2177,1290,2,1,0
"2964","SmitAl03",9,30,2013,17593,104,2685,1598,3,1,1
"2965","SmitAl03",10,31,2014,20858,122,3149,1901,3,1,1
"2966","SmitAl03",11,32,2015,24344,142,3619,2208,5,2,1
"2967","SmitAl03",12,33,2016,27846,157,4108,2536,6,2,2
"2968","SmitAl03",13,34,2017,31888,183,4613,2877,7,2,3
"2969","SmitAl03",14,35,2018,34068,193,4941,3082,7,2,3
"2970","SmitAl03",15,36,2019,34068,193,4941,3082,7,2,3
"2971","SmitAl03",16,37,2020,35650,199,5193,3250,7,2,3
"2972","SmitGe00",1,24,2013,3046,12,443,247,0,0,0
"2973","SmitGe00",2,25,2014,5571,25,810,466,0,0,0
"2974","SmitGe00",3,26,2015,5836,27,852,493,0,0,0
"2975","SmitGe00",4,27,2016,5962,28,866,501,0,0,0
"2976","SmitGe00",5,28,2017,6174,29,902,522,0,0,0
"2977","SmitGe00",6,29,2018,6182,29,906,523,0,0,0
"2978","SmitGe00",7,30,2019,6182,29,906,523,0,0,0
"2979","SmitGe00",8,31,2020,6215,29,911,527,0,0,0
"2980","SmitGe00",9,32,2021,6917,34,1006,592,0,0,0
"2981","SneaNo00",1,23,1961,2337,11,375,172,0,0,0
"2982","SneaNo00",2,24,1962,5263,33,729,356,0,0,1
"2983","SneaNo00",3,25,1963,8306,46,1092,531,0,0,2
"2984","SneaNo00",4,26,1964,10212,60,1375,669,0,0,2
"2985","SneaNo00",5,27,1965,12558,75,1663,819,0,0,3
"2986","SneaNo00",6,28,1966,13833,83,1889,922,0,0,3
"2987","SneaNo00",7,29,1967,17232,112,2323,1162,0,0,3
"2988","SneaNo00",8,30,1968,18887,123,2614,1314,0,0,3
"2989","SneaNo00",9,31,1969,21655,142,2993,1504,0,0,3
"2990","SneaNo00",10,32,1970,23978,157,3328,1685,0,0,3
"2991","SneaNo00",11,33,1971,24448,158,3403,1722,0,0,3
"2992","SneaNo00",12,34,1972,26755,175,3728,1918,0,0,4
"2993","SneaNo00",13,35,1973,28238,182,3963,2049,0,0,4
"2994","SneaNo00",14,36,1974,29221,187,4122,2146,0,0,4
"2995","SneaNo00",15,37,1975,30558,196,4311,2254,0,0,4
"2996","SneaNo00",16,38,1976,30797,196,4353,2276,0,0,4
"2997","SpurSt00",1,23,1967,211,0,50,23,0,0,0
"2998","SpurSt00",2,24,1968,211,0,50,23,0,0,0
"2999","SpurSt00",3,25,1969,1137,5,196,104,0,0,0
"3000","SpurSt00",4,26,1970,1186,6,200,107,0,0,0
"3001","SpurSt00",5,27,1971,1232,6,204,108,0,0,0
"3002","SpurSt00",6,28,1972,3215,24,473,255,0,0,0
"3003","SpurSt00",7,29,1973,4097,28,630,338,0,0,0
"3004","SpurSt00",8,30,1974,4099,28,633,339,0,0,0
"3005","SpurSt00",9,31,1975,5250,33,840,441,0,0,0
"3006","SpurSt00",10,32,1976,6878,40,1151,597,0,0,0
"3007","StabKe00",1,26,1970,52,0,7,2,0,0,0
"3008","StabKe00",2,27,1971,320,1,55,26,0,0,0
"3009","StabKe00",3,28,1972,844,5,129,70,0,0,0
"3010","StabKe00",4,29,1973,2841,19,389,233,2,1,1
"3011","StabKe00",5,30,1974,5310,45,699,411,4,2,2
"3012","StabKe00",6,31,1975,7606,61,992,582,6,3,2
"3013","StabKe00",7,32,1976,10343,88,1283,776,9,6,3
"3014","StabKe00",8,33,1977,12519,108,1577,945,11,7,4
"3015","StabKe00",9,34,1978,15463,124,1983,1182,11,7,4
"3016","StabKe00",10,35,1979,19078,150,2481,1486,11,7,4
"3017","StabKe00",11,36,1980,22280,163,2938,1779,12,7,4
"3018","StabKe00",12,37,1981,24268,177,3223,1944,12,7,4
"3019","StabKe00",13,38,1982,25611,183,3412,2061,12,7,4
"3020","StabKe00",14,39,1983,27599,192,3723,2237,12,7,4
"3021","StabKe00",15,40,1984,27938,194,3793,2270,12,7,4
"3022","StafMa00",1,22,2009,2267,13,377,201,0,0,0
"3023","StafMa00",2,23,2010,2802,19,473,258,0,0,0
"3024","StafMa00",3,24,2011,7840,60,1136,679,1,0,0
"3025","StafMa00",4,25,2012,12807,80,1863,1114,1,0,0
"3026","StafMa00",5,26,2013,17457,109,2497,1485,1,0,0
"3027","StafMa00",6,27,2014,21714,131,3099,1848,2,0,1
"3028","StafMa00",7,28,2015,25976,163,3691,2246,2,0,1
"3029","StafMa00",8,29,2016,30303,187,4285,2634,3,0,1
"3030","StafMa00",9,30,2017,34749,216,4850,3005,3,0,1
"3031","StafMa00",10,31,2018,38526,237,5405,3372,3,0,1
"3032","StafMa00",11,32,2019,41025,256,5696,3559,3,0,1
"3033","StafMa00",12,33,2020,45109,282,6224,3898,3,0,1
"3034","StafMa00",13,34,2021,49995,323,6825,4302,6,3,1
"3035","StanDr00",1,25,2008,119,1,17,9,0,0,0
"3036","StanDr00",2,26,2009,378,1,68,35,0,0,0
"3037","StanDr00",3,27,2010,1158,5,187,104,0,0,0
"3038","StanDr00",4,28,2011,1158,5,187,104,0,0,0
"3039","StanDr00",5,29,2012,1158,5,187,104,0,0,0
"3040","StanDr00",6,30,2013,1158,5,187,104,0,0,0
"3041","StanDr00",7,31,2014,2869,12,427,236,0,0,0
"3042","StanDr00",8,32,2015,2973,12,452,247,0,0,0
"3043","StanDr00",9,33,2016,3165,14,500,266,0,0,0
"3044","StanDr00",10,34,2017,4059,20,659,345,0,0,0
"3045","StarBa00",1,23,1956,325,2,44,24,0,0,0
"3046","StarBa00",2,24,1957,1814,10,259,141,0,0,0
"3047","StarBa00",3,25,1958,2689,13,416,219,0,0,0
"3048","StarBa00",4,26,1959,3661,19,550,289,0,0,0
"3049","StarBa00",5,27,1960,5019,23,722,387,1,0,1
"3050","StarBa00",6,28,1961,7437,39,1017,559,2,1,2
"3051","StarBa00",7,29,1962,9875,51,1302,737,3,2,3
"3052","StarBa00",8,30,1963,11730,66,1546,869,3,2,3
"3053","StarBa00",9,31,1964,13874,81,1818,1032,3,2,3
"3054","StarBa00",10,32,1965,15929,97,2069,1172,5,4,3
"3055","StarBa00",11,33,1966,18186,111,2320,1328,7,6,4
"3056","StarBa00",12,34,1967,20009,120,2530,1443,10,9,4
"3057","StarBa00",13,35,1968,21626,135,2701,1552,10,9,4
"3058","StarBa00",14,36,1969,22787,144,2849,1644,10,9,4
"3059","StarBa00",15,37,1970,24432,152,3104,1784,10,9,4
"3060","StarBa00",16,38,1971,24718,152,3149,1808,10,9,4
"3061","StauRo00",1,28,1969,421,1,47,23,0,0,0
"3062","StauRo00",2,29,1970,963,3,129,67,0,0,0
"3063","StauRo00",3,30,1971,2845,18,340,193,3,3,1
"3064","StauRo00",4,31,1972,2943,18,360,202,4,3,1
"3065","StauRo00",5,32,1973,5371,41,646,381,6,4,1
"3066","StauRo00",6,33,1974,7923,52,1006,571,6,4,1
"3067","StauRo00",7,34,1975,10589,69,1354,769,9,6,2
"3068","StauRo00",8,35,1976,13304,83,1723,977,10,6,3
"3069","StauRo00",9,36,1977,15924,101,2084,1187,13,9,4
"3070","StauRo00",10,37,1978,19114,126,2497,1418,16,11,5
"3071","StauRo00",11,38,1979,22700,153,2958,1685,17,11,6
